ID,Description
501,"I'm seeking assistance to test a Java GET endpoint using Postman. The endpoint returns data in JSON format, utilizing the Gson library for JSON responses. Requirements: - Experience with Java and building RESTful APIs - Proficient in Postman for API testing - Familiarity with JSON and Gson library - Ability to write and execute test cases Ideal Skills and Experience: - Strong background in Java development - Previous work with Java-based APIs - Knowledge of API testing methodologies - Detail-oriented and able to document test results Your expertise will help ensure my API functions correctly before deployment."
502,"Shopify Website Development + Google Merchant Center Product Listing (Error-Free) Project Description: I am looking for an experienced freelancer who can handle two main tasks: Build a professional, fully functional Shopify website. List all products on Google Merchant Center (GMC) with 100% error-free, policy-compliant setup. Important Points: • The Shopify website must be clean, responsive, fast-loading, and optimized for Google Shopping requirements. • All required pages must be created: Home, Shop, Contact Us, Terms & Conditions, Return/Refund Policy, Privacy Policy, etc. • After the website is built, all products must be correctly listed in Google Merchant Center. • No errors, disapprovals, or policy violations are acceptable — previous experience wit..."
503,"I need a logo for my new venture, House of Sorath. We promote and sell traditional Saurashtra food products. Requirements: - Food-related and traditional pattern elements - Earth tones color scheme (browns, greens) - Elegant and script-like typography Ideal Skills: - Experience in traditional and rustic logo design - Strong understanding of color theory and typography - Ability to incorporate cultural elements into modern designs Looking forward to your creative concepts!"
504,"I'm looking for an experienced SEO specialist to improve my search engine rankings for specific keywords. I already have a list of target keywords ready. Key Requirements: - Expertise in on-page and off-page SEO - Proven track record of improving rankings for competitive keywords - Ability to increase organic search traffic - Experience with SEO tools like Ahrefs, SEMrush, or Moz - Strong analytical skills to track and report progress Ideal Skills and Experience: - 5+ years in SEO - Certifications in Google Analytics and Google Search Console - Excellent communication skills - Ability to work within budget constraints Please provide case studies or examples of previous work."
505,I'm seeking a comprehensive list of local food and beverage distributors. The list should include: - Distributor names - Contact details (phone and email) I PREFER TO PURCHASE THE AVAILABLE DATA Ideal skills and experience: - Experience in market research - Access to industry databases - Attention to detail
506,"Hotel reservation and tracking management program: _ Contains a login page or account creation page. _ There are pages that you can navigate between via buttons shown on the side. These pages contain tracking of rooms, clients, and payments upon booking. _ At the end of the page on the side you can change the account settings."
507,"I want to build an Excel-based CRM cum ATS for my recruiting agency. In which I can get the details, like: Raw data of the candidates Current clients and their open positions Details of me and my employees' (recruiters') daily activities — call connected for a particular position, calls not connected, number of lineups, number of joinings, drop ratio of clients, status of the joined candidates, and status for a particular candidate (waiting for feedback, not joined, rejected, etc.). Visual representation of all of the above data except raw funnel for every recruiter can be viewed on a daily, weekly, monthly, quarterly, and yearly basis, showing the number of people, call lineups, interview lineups, and joining. An internal sheet for the owner to calculate the costs, l..."
508,"I'm looking for an engaging logo for my YouTube channel. The style should be similar to the YouTuber Flushy. Requirements: - Cartoonish character or avatar - Include text Ideal Skills & Experience: - Strong illustration skills, especially in cartoon art - Experience in creating logos for YouTube channels - Ability to capture a specific style (like Flushy) Please provide a portfolio with relevant work."
509,"I'm seeking a talented children's book illustrator for a friendly dinosaur adventure story. The book will feature 8–10 full-color spreads (each spread = 2 pages side-by-side). Illustration Requirements: - Bright, colorful, toddler-appropriate artwork - Friendly dinosaur characters (T-Rex, Stegosaurus, Velociraptor, etc.) - Child characters based on real children (photo references provided) - Fun, playful backgrounds (jungles, volcanoes, prehistoric landscapes) with moderate detail Ideal Skills and Experience: - Experience in children's book illustration - Strong portfolio with cartoony, vibrant, and bold color schemes - Ability to create engaging and age-appropriate artwork - Attention to detail for character accuracy based on photos I have attached an AI rendered ..."
510,I need a 3D interior design for a residential space with a modern style. Key Requirements: - Design should be modern and sophisticated - Comprehensive 3D renderings of all areas Ideal Skills and Experience: - Expertise in modern interior design - Proficiency in 3D modeling software - Strong visualization and artistic skills - Attention to detail and creativity Please provide a portfolio showcasing similar work. Opportunity to enthusiasts.
511,"I'm looking for a classic-style logo for my new recruiting business. The logo should feature both text and an icon. Ideal Skills and Experience: - Proven experience in designing classic-style logos - Strong portfolio showcasing text and icon combinations - Expertise in branding for the recruiting industry - Ability to deliver high-quality, vector-based designs Please share your portfolio with your bids."
512,Need a photoshop person to help me edit the pictures of my research work
513,"I'm in need of a meticulous data entry specialist who has a good eye for image data entry. The work will involve: - Entering data from online forms. - Handling scanned documents and product images. This role requires someone with a high level of accuracy, as any errors could have significant consequences for the project. Experience in data entry, especially image-based, is highly valued. If you have the necessary skills and experience in this area, I'd love to hear from you."
514,"I'm seeking an experienced Figma designer to refine an existing project. Key Tasks: - Adjust layout and alignment: - Spacing between elements - Alignment of text and images - Column and row adjustments - Fix responsive design issues - Update text, colors, and icons - Organize components and layers for better structure - Ensure clean and consistent designs across pages Ideal Skills and Experience: - Proficiency in Figma - Strong eye for design consistency - Experience with responsive design - Attention to detail and organizational skills Please include relevant portfolio work."
515,"I need a review system implemented on my website. The system should use a set of smiley icons (happy, neutral, sad) for feedback. Additionally, I want to redirect users who click on the happy icon to leave us a review on trust pilot and go to review submitted if they select sad or neutral. this way we can collect good reviews compared to negative."
516,"I'm seeking a talented designer to create an attractive pamphlet and banner for our school's admission campaign. The materials will be targeting parents of prospective students and local community members. Key Information to Highlight: - Academic programs and curriculum - Extracurricular activities and achievements - School facilities and infrastructure Ideal Skills and Experience: - Graphic design expertise - Experience in creating promotional materials for educational institutions - Ability to design eye-catching, informative layouts - Proficiency in design software (e.g., Adobe Illustrator, Photoshop) Deliverables: - A visually appealing pamphlet - A matching banner design Please include samples of previous work."
517,"We have a very simple android app which users put some inputs in a form and that is connected to google spreadsheets api so we can see the results in sheets. Im gonna provide you the apk, its written in flutter. I only have the .apk file btw! The problem is that, it doesnt work anymore, so what I need from you is to; - Update the api inside the codes, switch it to another google account we use and make the app work :) - If we the work is satisfactory, we’d like to continue collaborating with you on future updates for the app."
518,I need assistance with editing an InVideo AI-generated video. The video is in English and contains some key Hebrew words. Requirements: - Display pronunciations of Hebrew words. - Visual display of key Hebrew words using standard Hebrew font. - Improve overall video flow. Ideal Skills & Experience: - Proficiency in video editing. - Familiarity with Hebrew language and script. - Experience with InVideo or similar tools. -familiarity with other toold to export to invedeo - Attention to detail for smooth video transitions.
519,"I'm looking for a creative and engaging YouTube short to promote our upcoming product launch. The primary focus of this video should be on customer testimonials. Key Requirements: - The video should be concise, captivating, and tailored for the YouTube audience. - The main message should be customer testimonials that highlight the benefits and quality of our product. - Incorporate visuals and editing that align with our brand's aesthetic and appeal to our target audience. - Ideally, the freelancer should have experience in video production and editing, particularly for YouTube shorts. - Familiarity with trends in video content and a strong creative vision would be a plus. I'm looking for a freelancer who can bring this vision to life and help generate excitement around our..."
520,"I'm seeking a skilled design architect to create realistic renderings of a modern house, including detailed courtyard layouts. Key Requirements: - Modern architectural style - Incorporate greenery, water features, and outdoor seating in courtyards - Use of a white and gray color palette Ideal Skills and Experience: - Expertise in architectural rendering - Strong understanding of modern design principles - Experience in landscape design for cohesive courtyard integration - Proficiency in color theory and material selection Please provide a portfolio showcasing similar work. Looking forward to your proposals!"
521,"I Made a simple research paper on the relationship between Vitamin B12, diabetes, and the elderly. This paper is a Word file format. Requirements: - Detailed analysis of the topic. - Targeted at science enthusiasts. - Written in a formal and academic tone. Ideal Skills and Experience: - Strong background in biology. - Excellent research and writing skills. - Experience in creating academic-level papers."
522,I'm looking for a fun and playful logo for my travel advisor startup. Key requirements: - Modern and sleek design - Incorporate travel-related icons like airplanes or suitcases - Vibrant and engaging color palette Ideal skills and experience: - Proven logo design expertise - Strong portfolio with playful designs - Proficiency in graphic design software Please share your portfolio and relevant experience.
523,"I need an Android application for my business. This app is for my staff to see, purchase, and update inventory items. Essential features: - Inventory Updates: I can add or modify items. - Purchase History Tracking: Log what has been bought. - Notification Alerts: Staff get updates on changes. - Mark as Purchased: Manual entry of items bought. Ideal skills & experience: - Android development - Experience with inventory management systems - Strong UI/UX design for ease of use - Experience with real-time data updates"
524,"I need a wedding photo edited to remove three people, move one remaining person over and fix one person's closed eyes. Requirements: - Remove three people seamlessly, as if they were never there. - Move one person into the now vacant spot (Wedding photo - everyone lined up, see example) - Open one person's closed eyes using a reference photo. Ideal Skills: - Proficient in photo editing software, like Photoshop. - Experience with seamless image manipulation. - Attention to detail for a natural look."
525,"I'm looking for an experienced Shopify expert to list electronics products on my Shopify website. The product information will be provided directly from suppliers, and I have already categorized the products. Key Requirements: - Accurate and efficient product listing - Experience with Shopify platform - Attention to detail to ensure all information is correct - Ability to work directly from supplier data Ideal Skills and Experience: - Previous experience in listing products on Shopify, especially in the electronics category - Strong organizational skills - Familiarity with handling supplier data"
526,"I need a professional to create a hypnosis script and recording, at least 60 minutes Requirements: - Write a detailed, effective hypnosis script - Record a high-quality hypnosis session audio - The recording should take the listener very deep, in a direct way with a both gentle and commanding style Ideal skills and experience: - Background in hypnosis or psychology - Experience in scriptwriting - Professional audio recording skills with female voice"
527,"Freelance UI/UX Designer (Remote, Part-Time) We are looking for a passionate and creative UI/UX Designer to join our startup on a freelance basis. You should have good hands-on experience with Figma and Canva, and a strong understanding of clean, user-friendly, and modern designs. Responsibilities: Create wireframes, prototypes, and final UI designs for web and mobile. Understand project requirements and deliver creative, user-centric designs. Collaborate closely with the development team to ensure smooth implementation. Design elements like login pages, signup forms, dashboards, itinerary planning screens, etc. Requirements: Proficiency in Figma and Canva. Strong sense of aesthetics, color theory, typography, and layouts. Ability to take feedback positively and make quick updat..."
528,More details: What style do you want the logo to have? Modern What information should successful freelancers include in their application? Experience Do you have any color preferences for the logo? No preference
529,"I need a 6-page informative booklet designed. The booklet will be in portrait orientation and DL size when folded. The design should be classic and traditional, aimed at the general public. Requirements: - 6 pages, portrait orientation, DL size when folded - Informative content - Classic and traditional design style Ideal Skills and Experience: - Graphic design expertise - Experience with booklet design - Strong understanding of classic design aesthetics - Proficiency in design software (e.g., Adobe InDesign, Illustrator) - Attention to detail and creativity Please ensure the design is print-ready according to the guidelines provided by Saxoprint: Looking forward to your proposals! You will need to be bound to disclosure notice, prior to works commencing that you will not share work..."
530,"I'm looking for an experienced AWS and Laravel developer to deploy my PHP Laravel project on AWS Elastic Beanstalk. Requirements: - Connect application with S3 for media storage (images, videos, documents) and migrate existing files. - connect with RDS for database. - Implement signed URLs and set up CloudFront (configuration is already done on AWS end). Ideal Skills and Experience: - Strong expertise in PHP Laravel. - Proven experience with AWS services, especially Elastic Beanstalk, S3, RDS, and CloudFront. - Familiarity with deploying and managing Laravel applications in a cloud environment. - Ability to work efficiently and deliver results urgently. Please ensure you have all necessary AWS access keys and credentials."
531,"I'm looking for a skilled developer to enhance my existing Telegram Plinko bot. The enhancement will primarily focus on integrating a crypto wallet, but will also include several other functionalities. Key Requirements: - Automated gameplay - User leaderboard - Reward distribution - Crypto wallet integration (primary focus) - Add admin panel for user management - Instant withdrawals - Customizable payout rates -To display live high wins as notification Ideal Skills and Experience: - Proficiency in developing Telegram bots - Experience with crypto wallet integration - Strong knowledge of web development - Familiarity with gaming mechanics and reward systems - Prior experience with admin panel development Please provide a portfolio or examples of similar projects completed."
532,"I'm seeking an n8n specialist to assist with setting up OAuth 2.0 for Google services. I need to learn it how to do it. So, you'll need to teach me Key requirements: - Services: Google Drive, Sheets, Calendar - Project already created in Google Cloud Console Ideal skills: - Expertise in n8n - Proficient in Google API and OAuth 2.0 setup - Experience with Google Cloud Console Please provide relevant experience in your bids."
533,I'm seeking an experienced WordPress/WooCommerce developer to resolve an issue with a dynamically generated QR code that's not displaying on the cart page. The QR code is essential for payment processing. Requirements: - Expertise in WordPress and WooCommerce - Proven experience with QR code integration and troubleshooting - Ability to diagnose and fix display issues on WooCommerce cart pages Ideal Skills: - Familiarity with WooCommerce payment gateways - Strong debugging skills - Knowledge of WordPress hooks and filters Please provide a portfolio showcasing similar work.
534,"I'm seeking an experienced YouTube marketer to help increase my channel subscribers in a genuine way, focusing on share market content. Key Requirements: - Proven track record in increasing YouTube subscribers - Expertise in collaborating with influencers - Knowledge of share market content is a plus - No use of bots or fake accounts - Ability to create a strategy that ensures genuine subscriber growth without any strikes on the channel Ideal Skills: - Strong network of influencers - Experience with educational content in finance or stock market - Excellent communication and negotiation skills - Data-driven approach to track and report growth Please provide examples of previous work and strategies you plan to use."
535,"I'm looking for an experienced web developer to maintain my existing website. Key Responsibilities: - Regular updates and backups - Bug fixing and troubleshooting - Content updates and changes Ideal Skills and Experience: - Proficient in [Your Website's Platform, e.g., WordPress, Shopify] - Strong background in web security and backup solutions - Excellent problem-solving skills - Experience with content management systems Please provide examples of previous work and relevant experience."
536,"I'm looking for a skilled animator/artificial intelligence artist to bring my storyboard to life using AI. The final video should be between 1-3 minutes and is intended for entertainment purposes. Requirements: - 3D animation expertise - Experience with AI animation tools - Ability to follow a provided storyboard closely - Creativity in enhancing the storyboard for entertainment value - Attention to detail and high-quality output If you have a portfolio showcasing similar work, please include it in your bid. Urgent work. Total duration of 52 shots that need to be combined/animated."
537,"I'm looking for an Excel expert to help with some critical tasks. Ideal Skills and Experience: - Proficiency in Excel, especially with complex formulas - Experience with data analysis, financial calculations, or inventory tracking - Ability to assist with data preparation and organization"
538,"We’re looking for a frontend developer to finalize and deploy the landing page for IberiaHub — a brand-new platform connecting Portugal and Spain’s esports communities. • The project is 95% complete (built with React + Tailwind). • We need help with: • Final layout tweaks and responsiveness adjustments. • Basic performance optimization. • Deploying the landing page to Vercel or Netlify (preferably Vercel). What you’ll get: • A modern design (dark mode, neon, gamer style). • A clean codebase, nearly done. • Direct communication with me (the project founder) for quick feedback. Deadline: 3-5 days. Budget: €50 to €80, depending on experience and speed."
539,I'm looking for an experienced web developer to create a professional and corporate-style registration page for my e-commerce site. Key requirements: - Must include a secure and user-friendly registration page. - Design should be professional and corporate. Ideal skills and experience: - Expertise in e-commerce website development. - Strong design skills for professional corporate aesthetics. - Experience with secure registration and login functionalities.
540,"Need expert wordpress designer with figma designing skills, has to design 16 pages first in figma then transfer it in a wordpress design in which each and every sections are editable for image change and content change, using ACF. Need expert for this."
541,"I need an experienced WordPress developer to improve my existing website's images and overall look, as well as refine the filter functionality. Key tasks include: - Improve color scheme, typography, and layout/structure for a more cohesive and modern appearance. - Enhance filter user interface by adding new filter options and improving visual appeal. Ideal skills and experience: - Strong WordPress editing knowledge - Proficiency in UI/UX design - Experience with filter functionality Please provide examples of previous work."
542,I need engaging promotional banners and high-quality photos for my website.
543,"I'm looking for an experienced developer to fix some performance issues and functionality bugs in my fintech MVP. Key Areas to Address: - Performance issues - Functionality bugs, particularly with: - Authentication/Login - Data fetching/display - Form submission Ideal Skills and Experience: - Strong expertise in - Experience with fintech applications - Proficient in debugging and optimizing performance - Familiarity with authentication mechanisms and data handling in Looking for a developer who can work efficiently and deliver quick solutions."
544,I need native Turkish speakers for a text annotation project. The task involves annotating short sentences. Requirements: - Annotate short sentences - Focus on text categorization Ideal Skills: - Native Turkish proficiency - Experience in text annotation - Attention to detail - Familiarity with categorization tasks Looking for accurate and timely completion.
545,"I need help reviewing a project proposal focused on Education in Emergencies and filling in required indicators on a pre-prepared Excel M&E plan template. Key Requirements: - Review project proposal - Fill in clear, measurable indicators - Ensure proper linkage to activities, outputs, objectives Focus Areas: - Both quantitative and qualitative indicators - Student performance: attendance rates, academic achievements, participation in activities Ideal Skills & Experience: - Experience with M&E in education projects - Proficiency in Excel - Strong analytical and writing skills - Background in education, particularly in emergencies"
546,I need a plastic device casing modified in FreeCAD. The top and bottom parts should be assembled via a single rail on each side instead of pilons. Requirements: - Use FreeCAD for modifications - Implement a single rail on each side for assembly Ideal Skills & Experience: - Proficiency in FreeCAD - Experience with plastic casing design - Familiarity with slide-in rail mechanisms
547,"IMPORTANT - Strong Moodle and security expertise is essential, we are a software company so we have knowledge/capabilities (we will tell in 30 seconds if you don't have the knowledge/expertise to do this task) we are just struggling with getting rid of this issue when we run vulnerability scans. I'm seeking an expert to configure CORS (Cross-Origin Resource Sharing) rules in Moodle 5.x. This is a security-focused task, and I'm open to discussion regarding access control and origin requirements. Key Tasks: - Set up CORS rules in Moodle 5.x - Discuss and determine access control needs - Define origin requirements Ideal Skills and Experience: - Strong knowledge of CORS and Moodle security - Experience with Moodle 5.x configuration - Ability to discuss and adapt based on proj..."
548,"I need a skilled freelancer for a machine learning project focused on sentiment analysis using multimodal inputs: static images, GIFs, and text. The project requires developing or fine-tuning models capable of handling this multimodal data. Key expectations include: - **Model Development**: Develop or fine-tune models capable of handling multimodal data. - **Preprocessing Pipelines**: Create preprocessing pipelines for image (normalization and resizing), GIF, and text inputs. - **Model Training**: Train, evaluate, and optimize models for high accuracy. Ideal skills and experience: - Proficiency in TensorFlow - Experience with multimodal machine learning - Strong background in model training and optimization - Familiarity with sentiment analysis - Ability to work with custom datasets Ple..."
549,"I am seeking someone who can assist me today and provide ongoing support for the next five weeks. Currently, I have two videos I need uploaded as backgrounds in two spaces, and I need my logo to be displayed larger at the top of my website. I have not yet opened my business, so I don't have a lot of money, I'm on a small budget. I prefer to build my website myself, with the help of YouTube. But I'll need help with simple jobs for the next five weeks. And will pay a small fair price for each job. Please provide examples of previous work and a brief proposal on how you would approach this project. Looking forward to your bids!"
550,"I'm looking for a skilled YouTube video editor to edit finance videos. Requirements: - Edit videos under 5 minutes. - Style should be professional and formal. - Fast turnaround is essential. Process: - Start with a sample video edit. - If the sample meets my standards, I will hire you for permanent work. Ideal Skills and Experience: - Experience in editing finance content. - Proficiency in editing software. - Attention to detail and commitment to quality. If you're interested, please DM me."
551,"I'm looking for a skilled YouTube video editor to edit finance videos. Requirements: - Edit videos under 5 minutes. - Style should be professional and formal. - Fast turnaround is essential. Process: - Start with a sample video edit. - If the sample meets my standards, I will hire you for permanent work. Ideal Skills and Experience: - Experience in editing finance content. - Proficiency in editing software. - Attention to detail and commitment to quality. If you're interested, please DM me."
552,"I'm seeking a detailed analysis of key performance indicators (KPIs) for Singapore Airlines, Southwest Airlines, and JetBlue. The KPIs of interest are Load Factor, Yield, and RASK (Revenue per Available Seat Kilometer). Requirements: - Define each KPI: Load Factor, Yield, RASK - Analyze and compare these KPIs across the three airlines - Present findings in clear, informative graphs Ideal Skills and Experience: - Strong analytical skills - Experience with airline industry metrics - Proficiency in data visualization and graph creation"
553,I need a captivating paragraph aimed at elementary school students. The topic is flexible but should be engaging and age-appropriate. Ideal Skills and Experience: - Experience in writing for children - Creative writing skills - Ability to simplify complex ideas - Understanding of elementary school interests
554,"I need to hire full-time, mid-level Sales Executives to sell credit cards and personal loans in the UAE market. Ideal candidates should have: - Proven sales experience in financial products - Strong communication and negotiation skills - Knowledge of the UAE banking sector - Ability to meet and exceed sales targets"
555,"I'm looking for a talented designer to create a modern-style, functional gear cog. The design should be in CDR format. Requirements: - Modern aesthetic - Functional design - CDR format delivery - Recommendations on dimensions Ideal Skills: - Proficiency in CDR software - Strong design skills with modern style - Experience in creating functional mechanical designs"
556,"I'm looking for a lead list of roofers in the UK 4000 roofing The lead list should be .xlsx spreadsheet and include the following details for each row: - Name (at least 50% cases) - Email - Phone Number - Second Phone Number (optional) - Website (if they have one) - Company Name - Company Address (at least 50% cases) MUST BE NO DUBLICATES If 1 company has a lot of numbers e.g 100 (or more then 10) then just skip rest onces Company name should be not duplicated (e.g different phone or email but same company) Ideal candidates already have subscription for some lead scraping software. Please note that the primary source of the leads is not specified, so a mix of different sources could be beneficial. (e.g D7 Lead Finder / Apollo / Hunter / Google maps etc) You will be provided a read..."
557,I'm looking for a skilled Photoshop expert to make minor adjustments on two images and add a person to a third image. Requirements: - Retouch two images with overall enhancements for a polished look. - Insert a person into a third image seamlessly. Ideal Skills: - Proficiency in Photoshop - Experience in image retouching and photo insertion - Attention to detail and a good eye for aesthetics Please submit samples of your previous work.
558,"I'm looking for an experienced developer to set up an on-demand video encoder on an external server for Kernel Video Sharing (KVS). The encoder should support MP4 formats and what KVS already include Requirements: - Configure on-demand video encoding - Support for MP4 format Ideal Skills: - Experience with KVS - Strong video encoding knowledge - Server setup and configuration server is 1, but the encoder is needed for 2 websites please note: websites are with adult content"
559,"Project Title: Deep Protein Remote Homology Detection Project Description: Developed a deep learning-based model for remote homology detection in proteins. Utilized AI/ML/DL techniques to classify protein sequences based on evolutionary bioinformatics tools like PSI-BLAST/Delta-BLAST for feature extraction (e.g., PSSM profiles).Built, trained, and evaluated deep neural networks (CNNs/RNNs/transformers) for biological sequence a strong foundation in mathematics (probability, linear algebra, statistics) to design and optimize on improving accuracy over traditional machine learning approaches by leveraging deep feature learning. Practical skills included Python, TensorFlow/PyTorch, BioPython, and data preprocessing techniques for biological datasets. Skills Needed: Artificial Intelligen..."
560,"I need an experienced professional to create an online contract form for my catering service. This form should include customer details, menu choices, and event details. Additionally, I need a link that I can send to my customers, which allows them to pay their invoice through the same link, complete with a full breakdown. Key Requirements: - Online form format (e.g., Google Forms, Typeform, or JotForm) - Ability to attach and integrate an invoice - Clear and professional writing skills - Prior experience in creating similar forms and payment links Ideal Skills and Experience: - Proficiency in online form creation - Experience with invoice and payment integration - Strong writing and organizational skills Please include examples of similar work in your bids."
561,I need an Italian native speaker to contact potential retail customers by phone. The purpose of the calls is to ask 2-5 questions. No selling involved. Need to have an Italian phone number Ideal Skills: - Fluent in Italian (native proficiency) - Clear and professional phone manner - Experience in handling phone inquiries Paid per call completed.
562,"I'm seeking a creative individual to develop engaging entertainment stories and ideas for video content. The videos can be in any style - animated, live-action, or mixed. Ideal skills and experience: - Strong storytelling abilities - Experience in video content creation - Creativity and originality - Understanding of current entertainment trends"
563,"I need a comprehensive Amazon store setup and product listing for 15 pickle products. The listings should include: - Product descriptions - Product titles - Bullet points for features All content should be crafted in a professional tone. Ideal skills and experience: - Experience with Amazon store setup - Strong copywriting skills, especially for food products - Familiarity with Amazon SEO and best practices Please read the description and bid. Your bid will be the amount and do not ask how much is the budget once we initiate the conversation. Cheap tactics are absolutely discouraged."
564,"I'm looking for someone to help me post my completed Roblox game. I have all the necessary assets ready, but I need assistance with: - Setting up the game page - Uploading the game files Ideal skills and experience: - Experience with Roblox Studio and game publication - Familiarity with Roblox game page setup - Knowledge of uploading game files and configuring necessary settings Looking forward to your expertise in getting my game live!"
565,"I need a skilled nutritionist to design a fusion cuisine menu for my restaurant. Key requirements: - Create balanced, healthy, and enticing fusion dishes - Ensure all meals meet nutritional guidelines - Collaborate with chefs for flavor and presentation Ideal Skills and Experience: - Expertise in nutrition and menu design - Experience with fusion cuisine - Strong culinary collaboration skills Please provide a portfolio showcasing similar work."
566,"I need a professional logo for my business, AZMARINO. Requirements: - Style: Clean, modern, and creative - Colors: Preferred blue and white, but open to suggestions - Final files needed in PNG, JPG, and AI formats The logo should convey innovation and creativity. Ideal skills and experience: - Strong portfolio in modern logo design - Proficiency in Adobe Illustrator and other design software - Ability to understand and incorporate color theories and branding strategies Looking forward to your creative proposals!"
567,"I have a startup named amTop. We are looking for a person who can handle our social media pages. The responsibilities include: * Posting 3 pieces of content daily on our pages, * Being skilled in video editing and content creation. Regarding payment, we are open to negotiation, and if the work quality impresses us, we are also willing to offer company shares, since this is an early-stage opportunity. We are specifically looking for someone with strong work ethics and discipline."
568,I'm seeking a skilled architect or designer for a new modern home construction project. Key requirements include: - Emphasis on open living spaces - Incorporation of energy-efficient features - Integration of smart home technology Ideal skills and experience: - Proven experience in modern home designs - Expertise in energy-efficient building methods - Knowledge of smart home technologies Please provide a portfolio and relevant project experience. Looking forward to your proposals!
569,"I need a comprehensive weekly report for mall management. The report should include: - Tenants complaints -Tenants inspections - Mall inspections - Work orders through Yardi (done, canceled, completed, etc.) - Detailed sections for each category -events -permits issued -visitors complaints -emergency cases -charts and data analyst Ideal Skills and Experience: - Familiarity with Yardi software - Strong reporting and documentation skills - Attention to detail - Prior experience in property management reporting"
570,"Hello, we are looking for 3D DWG file creations based on JPG files which we can provide. Are you DWG creator, and looking for work now and in future, please react."
571,"I'm looking for a creative designer to craft a caricature-style logo for a t-shirt. Requirements: - Design a caricature of 4 people - Depict them as green fungal creatures - Incorporate the team name ""Gang Green"" - Running race so if the cartoons could be athletic - we are pathology assistants - thinking caricatures like “powder puff girls” inspiration or like Murdoc from Gorillaz - prior artist cancelled on us after “forgetting about it” so I have 4-5 days till I have to get tshirts made :/ Ideal Skills & Experience: - Proficiency in cartoon and caricature art - Experience with t-shirt design - Creativity in character design and color usage"
572,"I'm looking for a skilled video editor to create engaging educational reels for Instagram. Requirements: - Edit educational content with a preferred style (fast-paced, steady, or animated transitions) - Optimize videos for Instagram - Incorporate specific visual elements like text overlays and graphics/illustrations Ideal skills and experience: - Proficiency in video editing software - Experience with Instagram content - Creative with graphics and animations - Detail-oriented for clean, professional edits Please provide samples of similar work."
573,I need to edit a PDF page that currently includes a digital signature and an image. The edits required are: - Add a new signature - Replace the current image with a personal photo - Edit some text on the page Ideal Skills and Experience: - Proficiency in PDF editing software - Experience in handling digital signatures on documents - Attention to detail for accurate text and image modifications
574,"I need an experienced professional to help with submitting my non-fiction manuscript to 50 publishers and literary agents. The list of mostly agents and a few publishers is prepared, along with all necessary submissions. Different agents have different requirements, these have been drafted also. For exampe 50 pages, 100 pages, synopsis, cover letter, etc. Any fine tuning regarding submissions will be carried out by me, but most required submissions are already prepared. The role is mainly organisational, to collate which attachments for which publisher following the list and their website, then send the draft to me for approval using the pre-provided templates, which I will give feedback on and send through when ready. This job would favour an aspiring author interested in the process ..."
575,A high resolution digital graphic rendering of art in realism style featuring Donal Trump designed and arranged to my specifications.
576,أحتاج إلى مساعدات أشخاص حاصلين على ماجستير في الدراسات الإسلامية أو العربية أو علم النفس. من اجل العمل على عدة ابحات في تخصصات مختلفة المهام المطلوبة: - كتابة بحث باللغة العربية المتطلبات: - درجة ماجستير في الدراسات الإسلامية أو العربية أو علم النفس - خبرة مثبتة في كتابة الأوراق الأكاديمية - إجادة اللغة العربية بطلاقة Word يجب تحرير البحت فى ملف على Word المهارات المثالية: - مهارات بحث قوية - قدرة على الكتابة الأكاديمية الواضحة والموجزة - الالتزام بالمواعيد النهائية
577,I'm looking for a skilled content writer to create detailed and comprehensive SEO-based product descriptions for my products. Ideal skills and experience: - Proficient in SEO techniques - Strong writing skills with attention to detail - Experience in crafting engaging and informative product descriptions - Ability to research and understand unique selling points of products Please provide samples of previous work.
578,"אני מחפש יוצר סרטונים מקצועי שיכול ליצור סרטון פרסומת משכנע לאתר החדש שלנו. מטרת הסרטון היא להניע פעולה, ולשכנע צופים לבקר באתר שלנו ולהשתתף במבצע שלנו. הסרטון צריך להיות תמציתי, מושך וכולל קריאה ברורה לפעולה. דרישות: - סרטון פרסומת - הנעה לפעולה כישורים וניסיון אידיאליים: - הניסיון ביצירת סרטוני פרסומת משפיעים - יכולת לכתוב ולשדר מסרים משכנעים - מיומנויות עריכה חזקות - יצירתיות ויכולת חשיבה מחוץ לקופסה"
579,"Project Description: We are looking to hire a dedicated freelancer or agency who can help us grow real Indian student users for our Telegram and WhatsApp groups, which are related to Government Job Updates (exam updates, admit cards, exam cities, army jobs, results, admissions, etc.) under our platform Sarkarijobers.com. Monthly Target: Minimum 5,000 real Indian student users per month. Maximum can be more — no upper limit if the quality is maintained. Important Conditions: Only real Indian students should be added (no fake, bot, or international users). Active and interested students (who are preparing for government exams) are expected. No fake joins. We had previous experience where fake users joined and later left. Strictly real users only. Payment will be released only aft..."
580,I need help creating a bundled product listing on Amazon. The bundle will consist of a branded radio (which has a UPC) and my company service sticker. Requirements: - Combine a branded item with my service sticker - Create a bundled product listing - Generate a unique ASIN for the bundle Ideal Skills and Experience: - Experience with Amazon Seller Central - Knowledge of product listing requirements and UPCs - Familiarity with creating bundled listings
