ID,Description,Category_English
618,"السلام عليكم ورحمة الله
اريد شخص متخصص في Blockchains يقوم بعمل Solana Node RPC يكون للفهرسه فقط بدون الحاجه الى Validator
الغرض منه هو مزامنه شبكة سولانا بالوقت الفعلي والتخزين (فهرسه) وتوفير RPC خاص بحدود طلبات استعلام لامحدود او بحسب قدره الخادم
لدي خادم VPS LINUX
معالج 16 نواه
رام 48gb
هارد ssd حوالي 3.4TB
الرجاء من المتقدمين في هذا المشروع ان يكونوا على درايه تامه في Solana full node وطرق التعامل معه",Artificial Intelligence / Machine Learning
619,"نبحث عن خبير محترف في تصميم تجربة المستخدم وواجهات الاستخدام (UI/UX) يمتلك خبرة فعلية لا تقل عن 3 سنوات في هذا المجال، للانضمام بشكل متفرغ بالكامل لتنفيذ مشروع تقني ضخم قيد التطوير، ضمن بيئة عمل احترافية تركّز على الإنجاز السريع والجودة العالية.
المتطلبات الأساسية:
خبرة عملية مثبتة لا تقل عن 3 سنوات في تصميم UI/UX لمشاريع فعلية (مواقع وتطبيقات).
إتقان احترافي لبرنامج Figma واستخدام مميز لأدواته المتقدمة.
قدرة عالية على بناء أنظمة تصميم Design Systems قابلة للتوسّع.
خبرة عملية في:
تصميم تجارب مستخدم فعالة وسلسة.
بناء واجهات تفاعلية باستخدام Prototyping & Interactions.
تصميم Responsive Interfaces تعمل على مختلف الشاشات والأجهزة.
تنظيم العناصر باستخدام Auto Layout.
إنشاء وإدارة Components & Variants بكفاءة.
فهم عميق لسلوك المستخدم وتحويل الاحتياجات إلى واجهات قابلة للتنفيذ.
مهارات تواصل ممتازة والعمل المتقن ضمن فرق التطوير.
القدرة على العمل المتفرغ لتسليم المشروع في أقصر وقت ممكن دون التأثير على جودة العمل.",Web Development
620,"مطلوب مبرمج flutter خبير للعمل على اكمال تطبيق كلين كود :
التعديلات :
تسجيل جلسه
قسم المصاريف
قسم سلامتك
ربط صفحات القائمة الجانبية
استخدام الشعار والرفع على المتاجر من حساباتي الخاصة",Mobile Development
621,"“طلب تصميم واجهات تطبيق جوال – UI/UX”**
⸻
مرحبًا،
أبحث عن مصمم محترف لتصميم واجهات تطبيق جوال (UI/UX) بشكل احترافي وتفاعلي.
الفكرة بشكل عام:
التطبيق مختص في خدمات التواصل والتسويق الذكي عبر منصات الرسائل، مع نظام اشتراكات وخصائص متقدمة تعتمد على الأتمتة والذكاء.
أحتاج تصميم:
•واجهات رئيسية ومتعددة للتطبيق.
•بأسلوب حديث وسهل الاستخدام.
•باللغة العربية (من اليمين لليسار).
•باستخدام ألوان وهوية مميزة (يتم تحديدها لاحقًا).
في حال كان بيننا اتفاق مبدئي، سأرسل لك كامل تفاصيل المشروع والصفحات المطلوبة.
يرجى إرسال نماذج من أعمالك السابقة، .",Mobile Development
622,"ملخص مشروع لعبة: سباق البقاء
نوع اللعبة:
سباق سيارات قتالية من منظور الشخص الثالث، بنمط تكتيكي داخل عالم ""ما بعد الكارثة"".
عدد اللاعبين:
40 لاعب (20 فريقًا – كل فريق يتكوّن من لاعبين داخل سيارة واحدة).
أهداف اللعبة:
• البقاء، التفوق القتالي، وتنفيذ مهام داخل ساحة سباق ديناميكية.
• تطوير المركبة من خلال جمع الموارد أو عبر ""محطة تطوير ميدانية"" يتم إسقاطها جويًا.
أهم المزايا:
• نظام تطوير مزدوج:
• خارج المعركة: تخصيص دائم للسيارة من المرآب باستخدام النقاط المكتسبة.
• داخل المعركة: ترقيات مؤقتة عبر محطات تطوير ميدانية تسقط جويًا وتحمي نفسها 30 ثانية.
• نظام التلف والإصلاح:
• عند تعرض السيارة لضرر كبير، تدخل في “وضع التعطّل” بدلًا من الانفجار الفوري.
• يمنح الفريق 30 ثانية لإصلاحها بمساعدة زميل أو عبر وحدة صيانة.
• حماية مؤقتة:
• 15 ثانية درع على السيارة عند التعطل، و10 ثوانٍ حماية للوحدات الصيانية.
• قتال خارجي محدود:
• يُسمح للنزول من السيارة بأسلحة خفيفة فقط ولمدة محدودة (30 ثانية كحد أقصى).
• نظام إنقاذ خاص:
• أثناء مهمات “إنقاذ الشخصية المهمة”، يمتد وقت البقاء خارج السيارة إلى 45 ثانية.
• سيارة طارئة:
• في حال تدمير السيارة خلال مهمة حساسة وبقاء أحد اللاعبين، يتم إسقاط سيارة طارئة بشكل سرّي بعد 60–75 ثانية.
• الخريطة:
• مساحة 2.5 كم × 2.5 كم، بطابع صحراوي صناعي، تحتوي على ممرات سباق، مواقع تطوير، ساحات قتال، وإنزال جوي.
الأسلوب البصري:
واقعي بتأثيرات غبار، دخان، ملامح صناعية مدمرة – يوصل الشعور بالتوتر والتكتيك.
مطلوب من المستقل:
• العمل على تطوير النموذج الأولي (Prototype) للعبة أو أحد أنظمتها الأساسية (بحسب الاختصاص: برمجة، تصميم، واجهات...).
• الالتزام بالتصميم التكتيكي والواقعي للمركبات والمعارك.
• التعاون ضمن رؤية واضحة لبناء تجربة تنافسية متقنة.",Web Development
623,"نبحث عن شخص متمكن من استخدام منصة https://mintlify.com/ لتجهيز دليل مستخدم ليكون طبق الاصل من الصفحة https://docs.autocalls.ai...
مع العلم ان المحتوى موجود فقط محتاج تعديل و تغيير لبعض الكلمات بالمحتوى و الشعار ليتماشى مع علامتنا التجارية كجزء من المشروع.",Artificial Intelligence / Machine Learning
624,"مطلوب مطور تطبيقات جوال react native لتعديل تطبيق اضافة خاصية اضافة رقم الجوال للتطبيق
نامل مشاركة الخبرات وسنوات الخبرة",Mobile Development
625,"السلام عليكم،
أرغب بمحترف سعودي في Power Bi لتعديل Dashboard لمتابعة بعض المؤشرات.
أبحث عن مستقل ملتزم بالوقت لتعدد المشاريع المستقبلية.
أرجو من المحترفين فقط مشاركة أعمالهم.
شكراً",Data Science
626,برمجة بوت يقوم بالدخول لموقع التذاكر وفور توفر مقعد يقوم باختياره لأن المقاعد تظهر وتختفي بسرعة,Web Development
627,تطبيق كورسات مثل عراق اكاديمي + مرماز اكاديمي,Mobile Development
628,"السلام عليكم
اريد هاذي الخدمة تظهر في صفحة المنتج 3 تسعيرات سعر للحوالة البنكية وسعر لي بطاقة مدى والسعر الاساسي يكون الماستر كارد والفيزا وابل باي
يوجد معاملة حسابية بسيطة مثال : سعر المنتج 10300 ريال بالفيزا والماستر كارد وابل باي لو راح نخليها حوالة بنكية نخصم فقط 3% يصير سعر المنتج 10000 ريال
مثال موضح لكم :
https://dewanaldahab.com....
توجد لدي المعادلة بالاكواد جاهزة",Software Engineering
629,اريد مبرمج يكون فاهم بتطوير سيوفرات فايف ام,Software Engineering
630,انا مصور وأريد عمل موقع لعرض أعمالي ووضع ارقام التواصل لكي يستطيع العملاء التواصل معي من خلاله,Web Development
631,"احتاج الى شخص مصمم احترافي لتصميم شاشات برنامج باستخدام الديف اكسبرس لعمل برنامج سطح مكتب باستخدم فجوال بيسك دوت نت
ان يكون التصميم احترافي وجذاب جدا",Mobile Development
632,مطلوب مبرمج لسحب بيانات محددة من مواقع متعددة وفرزها في ملف أكسل,Web Development
633,"إنشاء نظام L M S وليس المحتوي التدريبي
المخرجات المتوقعة للمشروع /
إنشاء وتطوير وتشغيل وتقديم الدعم التقني والفني والتشغيلي لمودل عمل قابل للتطبيق والإختبار واعتمادة كمشروع على منصة منشات
نظام LMS متكامل وسهل الاستخدام وقابل للتخصيص.
بيئة تعليمية افتراضية تفاعلية وجذابة.
أدوات فعالة لإدارة الدورات والمحتوى والمستخدمين.
آليات قوية للتواصل والتعاون والتقييم.
تقارير مفصلة حول تقدم المتعلمين وأداء الدورات.
نظام آمن وموثوق لحماية البيانات.
منصة قابلة للتوسع والتكامل مع أنظمة أخرى.
التسويق والمبيعات على مواقع التواصل الاخرى",Web Development
634,"السلام عليكم ورحمة الله وبركاته
نبحث عن شخص محترف يستطيع برمجة وتصميم وتنفيذ موقع الكتروني بشكل احترافي كما في الأمثلة المرفقة
ارجو ان يكون لديه خبرة كبيرة في هذا المجال وان كان ايضاً أن يعطينا أمثلة سابقة من أعماله شكراً لكم جميعاً
أمثلة على المواقع المشابهة :-
https://bluecarrotcreativ...
https://oskyblue.com/
https://seota.com/frisco/",Web Development
635,". تم الانتهاء من تطوير الكود البرمجي الأساسي (Backend, Frontend, Mobile) ونحتاج الآن إلى مصمم/مطور لإكمال تصميم واجهات المستخدم وتثبيت ونشر التطبيق.
المهارات المطلوبة
خبرة في تصميم واجهات المستخدم (UI/UX Design)
إتقان أدوات التصميم (Figma/Adobe XD)
خبرة في تطوير تطبيقات الويب (React.js)
خبرة في تطوير تطبيقات الجوال (Flutter)
معرفة بتقنيات DevOps ونشر التطبيقات على AWS
خبرة في تكامل واجهات API مع تطبيقات الويب والجوال
معرفة بأمن التطبيقات وأفضل الممارسات
المهام المطلوبة
تصميم واجهات المستخدم:
تصميم واجهة الويب متوافقة مع مختلف الأجهزة
تصميم واجهة تطبيق الجوال (Android/iOS)
إنشاء نظام تصميم متكامل (ألوان، خطوط، أيقونات)
تنفيذ التصميم:
تطبيق التصميم على كود React.js الموجود
تطبيق التصميم على كود Flutter الموجود
ضمان توافق التصميم مع مختلف الأجهزة والشاشات
تثبيت ونشر التطبيق:
إعداد بيئة الإنتاج على AWS
نشر الخادم (Backend) وتكوينه
نشر تطبيق الويب وربطه بـ CDN
تجهيز تطبيق الجوال للنشر على متاجر التطبيقات
اختبار وتحسين:
اختبار التطبيق على مختلف الأجهزة والمتصفحات
تحسين الأداء وزمن التحميل
ضمان أمان التطبيق
المخرجات المتوقعة
ملفات تصميم كاملة (Figma/XD)
تطبيق ويب متكامل ومنشور
تطبيق جوال جاهز للنشر على متاجر التطبيقات
توثيق كامل لعملية النشر والتكوين
المدة المتوقعة
كود المشروع متاح ومنظم بشكل جيد
التوثيق التقني متوفر
نحن نبحث عن شخص يمكنه العمل بشكل مستقل مع التواصل المنتظم
الرجاء إرفاق نماذج من أعمالك السابقة في مجال تصميم وتطوير تطبيقات الويب والجوال.",Web Development
636,"أنا أبحث عن مبرمج مبدع لبناء نظام إلكتروني لإدارة الاجتماعات داخل شركة. يهدف إلى تنظيم الاجتماعات، إرسال الدعوات، تسجيل الحضور، توثيق المخرجات والقرارات، وتوزيع المهام على الموظفين، مع إمكانية التكامل مع أنظمة أخرى داخل الشركة.
الوظائف الأساسية في النظام:
-إضافة اجتماع جديد بكامل التفاصيل (العنوان، الوقت، الأعضاء، المدعوين، المكان، النوع، المرفقات...).
-إرسال دعوات للمدعوين عبر البريد الإلكتروني أو الرسائل.
-تأكيد الحضور من قبل المدعوين عبر رابط.
-تسجيل الحضور الفعلي بعد الاجتماع.
-رفع محضر الاجتماع.
-إضافة القرارات والمهام وتحديد الموظفين المكلفين بها ومواعيد تنفيذها.
-إمكانية البحث الذكي داخل النظام (كلمات مفتاحية داخل الملفات والنصوص).
-صلاحيات مختلفة على مستوى النظام أو مستوى الاجتماع:
مستوى الاجتماع: عضو، مدعو
مستوى النظام: (موظف-مدير- مدير نظام - منسق اجتماع).
حيث المدير هو مدير فرع أو إدارة أو عضو مجلس تنفيذي أو مجلس إدارة وسيظهر له الاجتماعات الخاصة بمستواه، حيث يتم تحديد منصبه من خلال شاشة اعدادات صلاحيات المستخدمين
-واجهة مستخدم بسيطة وسهلة حسب الدور.
-تسجيل دخول
-التحكم في صلاحيات المستخدمين.
التصميم جاهز، اريد عمل موقع وتطبيق إلكتروني
الرجاء تحديد: السعر، المدة، frameworks",Web Development
637,"أحتاج مبرمجMQL
لإنشاء اكسبرت على mt4
الفكرة جاهزة",Software Engineering
638,"ابحث عن مبرمج قام بالعمل على موقع BEin و managemango
المطلوباريد ان اربط موقعي مع هاد المواقع عن طريق اي برمجة nodejs",Web Development
639,"المهام المطلوبة:
تصميم واجهة مستخدم حديثة وجذابة تتوافق مع الهوية البصرية الخاصة بنا
تطوير الموقع باستخدام WordPress مع إمكانية التعديل السهل من خلال لوحة التحكم
تحسين تجربة المستخدم (UX) وسرعة التصفح
تأمين الموقع باستخدام أفضل الممارسات
ربط الموقع مع أدوات التسويق مثل: النشرات البريدية، Google Analytics، وأدوات تحسين محركات البحث (SEO)
دعم فني أولي بعد الإطلاق لحل أي مشكلات تقنية
المتطلبات:
خبرة مثبتة في تطوير مواقع WordPress
معرفة قوية بالقوالب والإضافات (plugins)
القدرة على العمل بتواصل واضح وتحديثات مستمرة
اهتمام بالتفاصيل وذوق تصميم عالي
خبرة سابقة في العمل مع عملاء في الخليج أو العالم العربي
يرجى إرسال:
الوقت المتوقع للتسليم وتكلفة تقديرية للمشروع",Web Development
640,تطبيق جوال للتجارة الإلكترونية يتكون من خمس صفحات تصميم وبرمجة من الألف للياء من حيث الهوية البصرية وواجهة المستخدم ولوحة التحكم وقاعدة البيانات وبشكل احترافي لغة التطبيق العربية مع إمكانية إضافة الإنجليزية إذا عندك نماذج مماثلة ممكن تطلعنا عليها,Mobile Development
641,"نبحث عن تقني/ة متمكن/ة في:
إدارة و تطوير الأودو
إدارة و تطوير المواقع
قادر/ة على المهام التقنية مثل الدومين + عمل إيميلات رسمية",Web Development
642,"مطلوب مهندس/مبرمج لتصميم موقع دردشة صوتية وبث مباشر
نبحث عن مهندس أو مبرمج لديه خبرة في تطوير المواقع لإنشاء موقع دردشة صوتية مع إمكانية البث المباشر (لايف).
الموقع يجب أن يدعم الخصائص التالية:
غرف دردشة صوتية خاصة وعامة
نظام تسجيل دخول آمن
واجهة مستخدم سهلة وجذابة
دعم للبث المباشر (Live Streaming) بجودة عالية
إمكانية التحكم والإشراف على الغرف
توافق مع الجوال والمتصفح",Web Development
643,"تنفيذ مشروع تطوير نموذج ذكي تجريبي يهدف إلى تحسين الخدمات التالية:
الإدارية: أتمتة الإجراءات الروتينية وتحسين تدفق العمل.
التأمينية: تحليل ومعالجة بيانات المطالبات والتغطيات.
خدمة العملاء: تحسين الردود التلقائية والدعم الذكي عبر المنصات.
التسويق: تحليل سلوك العملاء وتوجيه الحملات التسويقية بشكل ذكي.
أهداف المشروع:
تقديم نموذج أولي قابل للتجربة يعتمد على الذكاء الاصطناعي.
استخدام أدوات وتقنيات حديثة لتحسين كفاءة العمل والرضا العام.
تقديم توصيات للتحسين المستقبلي بناءً على نتائج التجربة.
النطاق الزمني:
مدة التنفيذ: شهر واحد من تاريخ توقيع العقد.
المخرجات المتوقعة:
1. نموذج ذكاء اصطناعي (Prototype) مخصص لكل مجال من المجالات المستهدفة.
2. تقرير تقني شامل يوضح:
آلية العمل
الأدوات المستخدمة
التوصيات المستقبلية
3. جلسة عرض تقديمي للنتائج وتدريب الفريق المعني.
المتطلبات:
خبرة مثبتة في مشاريع الذكاء الاصطناعي المتعلقة بالأعمال.
القدرة على العمل بوتيرة سريعة وتسليم خلال المدة المحددة.
تقديم عرض تقني ومالي مفصل يشمل:
خطة العمل
الأدوات المستخدمة
التكلفة الإجمالية
الجدول الزمني",Data Science
644,"موقع وتطبيق جوال مختص بكافة احتياجات السيارة، صيانة، سطحة، تغيير كفرات، زيت، غسيل، فتح السيارة المغلقة،بطاريات، بانزين ألخ. يميز التطبيق ان جميع الخدمات تنفذ للعميل من منزلة بضغطة زر بحيث تأتي سيارة الغسيل لتغسل سيارته في مقر اقامته او عمله وبالمثل مع الصيانة وتغيير الزيت والكفرات والبطاريات او اي عطل اخر من خلال سيارة مختصة ويتمتع التطبيق بسلاسة وسهولة وامان عالي.
يتواجد ضمن التطبيق ايقونة لدخول الافراد وايقونة لدخول الشركات والوزارات الحكومية. بحيث يدخل العامل في الشركة على سبيل المثال رقم الموظف واللوحة ويتعرف التطبيق عليها مباشرةً ويستخرج كافة معلوماتها.
يتيح التطبيق للمستخدم اختيار الخدمة وخلال ٢٤-٤٨ ساعة يتم الرد على المستخدم. بحيث يعمل التطبيق على التواصل مع الادارة المختصة مثلا وزارة البلدية قسم المركبات عبر ارسال ايميل لشخص المسؤول في الوزارة والقسم المحدد بان الموظف المحدد ذو المعلومات المحدد يطلب الخدمة المحددة بالسعر المحدد ليتسنى للمسؤول الموافقة او الرفض.
ملامح عامة:
موقع الكتروني تعريف صفحة واحدة للتطبيق
لوحة التحكم
تطبيق أندرويد و IOS
لفة العرض هي اللغة العربية والإنجليزية
تسجيل المستخدمين جدد باستخدام
البريد الإلكتروني الشخصي او أرقام الهواتف.
تغيير كلمات المرور.
معلومات عن الشركة من نحن
إنشاء عقود الشركات أو الوزارات وإضافتها في لوحة التحكم مع ربط وإضافة السيارات التابعة للوزارات على حدى في كل ملف
إنشاء عقود غسيل السيارات وربطها بالوزارة أو الشركة مع تعين مدير مشرف علي العقد من قبل التطبيق لمتابعة حالة الغسيل وسير العمل من خلال التطبيق
إمكانية تسجيل أو دخول مستخدم السيارة التابع للوزارة أو الشركة لتقديم طلب خدمة صيانة للسيارة الخاصة به مع معرفة حالة الطلب بالقبول أو الرفض
إمكانية إرسال رسائل داخل التطبيق للعملاء لمعرفة حالة الطلب من خلال صندوق الوارد الخاص لكل عميل.
إمكانية إضافة قسم أو خدمة جديدة من خلال لوحة التحكم لتفعيلها في التطبيق.
إمكانية البحث من خلال النظام على معلومات السيارة أو عميل وإظهار البيانات المرتبطة به بعد تعريفها علي النظام
إمكانية إصدار التقارير ويتم تحديدها لاحقا بناء على متطلبات العميل ويتم العمل عليها...
خصائص لوحة التحكم
إنشاء عقود
إنشاء شركات
إنشاء وزارات
إضافة خدمات جديدة
إضافة أقسام جديدة
متابعة طلبات العملاء
تعريف الوزارات
تعريف السيارات التابعة لكل وزارة
تعين المديرين للعقود
الاطلاع علي حاله الطلبات
التقارير
عدد زيارات التطبيق
عدد الطلبات بناء على كل وزارة أو شركة
عدد العقود
إمكانية إرسال رسائل من داخل التطبيق للصندوق الوارد",Web Development
645,تصميم لوجو لمشروع ورشة ألمنيوم مختصة بتصميم المضلات وأي شي يخص الألمنيوم نصي ورمزي (اقتراحين ان امكن),Software Engineering
646,"لدينا مشروع منصة
المنصة نريدها قابله للتوسع والتطوير مشابهه في تصميمها بهذه المنصة
https://aanaab.com
مبدئيا نريد المنصة تحتوي على:
- رفع اصداراتنا من كتب وأدله على المنصة وجعلها متاحة للمشتركين بشكل تفاعلي
- انشاء مجتمع للمشتركين في برامجنا
- منصة تدريب احترافية
- نظام استشارات",Software Engineering
647,"وصف المشروع:
نرغب في إنشاء موقع إلكتروني احترافي باستخدام WordPress لمبادرة تمكين إنسان، وهي مبادرة تعليمية وتنموية أُطلقت من قبل شركة النون للحلول الرقمية المتكاملة، وهي شركة فلسطينية مرخصة. المبادرة تهدف إلى دعم الطلاب الجامعيين في قطاع غزة من خلال توفير بيئات تعليمية مزوّدة بالكهرباء، الإنترنت، وشراكات مع منصات تعليمية عالمية مثل edX وDataCamp.
نحتاج إلى موقع يعكس طبيعة المبادرة، ويقدّم خدمات متعددة أهمها:
عرض البرامج التعليمية والخدمات.
استقبال طلبات من الطلاب والمتطوعين.
نشر الأخبار والتقارير.
استقبال التبرعات والدعم المالي.
بناء الثقة والشفافية مع الجمهور والداعمين.
مكونات المشروع المطلوبة:
1. الأساس التقني والتصميمي:
تطوير الموقع باستخدام WordPress وElementor أو أداة مشابهة.
تصميم احترافي، بسيط، وسريع الاستجابة.
دعم ثنائي اللغة (العربية والإنجليزية).
متوافق مع الهوية البصرية الخاصة بالمبادرة.
2. الصفحات الرئيسية:
الصفحة الرئيسية
من نحن
برامجنا
قصص النجاح
التقارير والشفافية
تطوع معنا
تبرع الآن
المدونة / الأخبار
تواصل معنا
الأسئلة الشائعة
3. نماذج مخصصة داخل الموقع:
نموذج تسجيل الطلاب.
نموذج تقديم شكاوى أو ملاحظات.
نموذج تسجيل متطوعين.
نموذج تواصل عام.
4. بوابة التبرعات:
ربط الموقع ببوابة تبرع (PayPal أو أي حل يناسب فلسطين).
صفحة مخصصة للدعم المالي مع خيارات التبرع الشهري أو المفتوح.
5. متطلبات إضافية:
تحسين SEO للموقع.
تركيب إضافات الحماية والأمان.
إعداد Google Analytics وGoogle Search Console.
تضمين صفحة سياسة الخصوصية والشروط.
تسليم الموقع مع دليل استخدام مبسط للتحرير والإدارة.
ما سيتم توفيره للمستقل:
الشعار والهوية البصرية.
المحتوى الأساسي للصفحات.
الصور الخاصة بالمبادرة.
نتائج المشروع المتوقعة:
موقع احترافي جاهز للعمل الفوري.
يدعم استقبال الطلبات والتبرعات.
يعكس رسالة وأهداف المبادرة.
مرن للتطوير والتوسعة مستقبلاً.",Web Development
648,"مقدمة:
هذا المشروع عبارة عن نظام إلكتروني شامل يتكون من تطبيقين وموقع إلكتروني ولوحة تحكم مصمم لتسهيل حجز المواعيد عبر الإنترنت بين المرضى ومزودي خدمات الرعاية الصحية.
•يتيح النظام للمستخدمين العثور بسهولة على المواعيد وجدولتها مع مزودي الخدمة مما يوفر تجربة مريحة ويمكن الوصول إليها بسهولة وأمان.
•تهدف المنصة إلى سد الفجوة بين مقدمي الرعاية الصحية والمرضى من خلال تقديم حل مبسط لجدولة المواعيد وادارتها. كما يمكن لمزودي الخدمة الاشتراك في المنصة مما يسمح لهم بتوسيع خدماتهم إلى جمهور أوسع وتعزيز إمكانية الوصول إليهم من خلال خدمات الرعاية الصحية الرقمية.
•ويمكن للمرضى تصفح العديد من المهنيين الطبيين والمنشئات الصحية والفنين ومزودي الخدمات الأخرى دون عناء الحضور للعيادة بناء على التخصص والموقع والتوافر مما يضمن حصولهم على الرعاية الطبية المناسبة في الوقت المناسب.
الأهداف الرئيسية:
تشمل الأهداف الرئيسية للمشروع تبسيط عملية الحجز ، وضمان خصوصية البيانات ، وتوفير واجهة سهلة الاستخدام تجعل العملية سهلة لكل من المرضى ومزودي الخدمة.
يضمن نظام ميعاد معالجة سلسة للبيانات وقابلية التوسع والتوافر العالي لتلبية احتياجات قاعدة مستخدمين كبيرة بالإضافة إلى ذلك توفر المنصة أدوات اتصال مدمجة لتسهيل التفاعل بين مزود الخدمة والمريض مما يتيح الاستشارات والمتابعة عند الحاجة.
تسجيل المستخدم وادارة الملف الشخصى
•يمكن للمستخدمين إنشاء حسابات باستخدام أرقام هواتفهم المحمولة عن طريق رسالة تحقق نصية أو عناوين بريدهم الإلكتروني، يمكنهم بعد ذلك إدارة ملفاتهم الشخصية بما في ذلك المعلومات الشخصية وتفاصيل الاتصال والتاريخ الطبي والوثائق والصور الداعمة لذلك.
اشتراك مزود الخدمة واعداد الملف الشخصي
يمكن لمزودي الخدمة الاشتراك في المنصة وإعداد ملفات تعريف تعرض تخصصهم ومؤهلاتهم وسنوات خبرتهم ورسوم الاستشارة والأوقات المتاحة في جدول المواعيد هذه الملفات الشخصية متاحة للمرضى للتصفح والاختيار.
جدولة المواعيد وادارتها
•يمكن للمرضى البحث عن مزودي الخدمة حسب التخصص والتوافر والموقع وحجز المواعيد بناء على التوافر في جدول المواعيد الخاص بمزود الخدمة.
•يتلقى المرضى تأكيدا للمواعيد المحجوزة ويمكن لكل من المرضى ومزودي الخدمة إدارة المواعيد أو إعادة جدولتها أو إلغائها حسب الحاجة.
الاتصالات والإشعارات داخل نظام ميعاد
•تتيح المراسلة الآمنة داخل نظام ميعاد لمزودي الخدمة والمرضى التواصل مباشرة فيما يتعلق بتفاصيل المواعيد أو متابعة الاستشارة
•تعمل الإشعارات الفورية عبر نظام ميعاد والواتس اب والرسائل النصية وتنبيهات البريد الإلكتروني على إعلام المستخدمين بالمواعيد القادمة ، والتأكيدات والإلغاءات والتحديثات الأخرى.
خيارات البحث والتصفية
•يتضمن نظام ميعاد محرك بحث متطور يمكن المرضى من العثور على مزودي الخدمة بناء على معايير متعددة
مثل التخصص التقييمات والرسوم والتوافر والموقع وغيرها.
تكامل الدفع
•تتيح بوابة الدفع الآمنة للمرضى دفع رسوم الخدمة من خلال نظام ميعاد ، ودعم طرق الدفع المختلفة مثل بطاقات الائتمان والمحافظ الرقمية.
•يتلقى المرضى إيصالات للمدفوعات، ويتم إخطار مزودي الخدمة بالمعاملات المكتملة.
التقييمات والتعليقات
•يمكن للمرضى تقييم مزودي الخدمة ومراجعتهم بناء على جودة الخدمة المقدمة لمساعدة المستخدمين الآخرين في اتخاذ قرارات مستنيرة.
•مزودي الخدمة لديهم خيار الرد على المراجعات وتقديم معلومات أو توضيحات إضافية.
لوحة تحكم لمزودي الخدمة
•توفرلوحة القيادة المخصصة لمزودي الخدمة رؤى حول مواعيدهم وتعليقات المرضى والأرباح ومقاييس الأداء الأخرى.
•يمكن لمزودي الخدمة إدارة جداولهم وعرض معلومات المريض ومراقبة الحالة .
•يمكن لمزودي الخدمة إدخال بيانات حجوزات بشكل يدوي.
خصوصية وأمن البيانات
•يتم تشفير جميع بيانات المستخدم بشكل آمن مع الالتزام بمعايير حماية البيانات الصحية.
التحليلات واعداد التقارير
•يوفر النظام الأساسي أدوات التحليلات وإعداد التقارير والقوائم التي تمنح كل من مزودي الخدمة ومسؤولي نظام ميعاد رؤى حول مشاركة المستخدم وإحصاءات المواعيد ومعلومات اخرى .
•يمكن تخصيص التقارير وتصديرها لمزيد من التحليل",Web Development
649,"وينك” هو تطبيق أمان شخصي ذكي مصمم لمساعدة الأفراد في الحالات الطارئة، مثل الحوادث أو الضياع، خاصة في الأماكن المفتوحة أو البرية. يهدف التطبيق إلى تسهيل الوصول السريع للمساعدة من خلال إرسال إشعارات فورية تحتوي على الموقع الجغرافي إلى مجموعة محددة من جهات الاتصال الموثوقة",Web Development
650,"يوجد لدينا مباني سيتم تركيب عدادات إلكترونية لقياس استهلاك المستأجرين ومن خلال هذا النظام سيتم إصدار فواتير لكل مستأجر فيها جميع البيانات
وبالتالي نحتاج لأتمتة العملية كاملة من ربط العدادات بلوحة التحكم وإنشاء الموقع وأيضاً التطبيق الذي يتم من خلاله إصار الفواتير وإرسالها للمستأجرين أو ما يسمى بنظام الفواتير",Web Development
651,اريد تصميم تقويم داخل فيجول بيسك داخل برنامج اكسل في يوزر فورم ثم عند الضعط على اي خلية تحتوي على تاريخ او تنسيق التاريخ يظهر اليوزر فورم التقويم مثل الصورة وانا اختر التاريخ واقدر انقل اليوزر فورم الى اي ملف لدي,Software Engineering
652,"ويب سايت + كتابة محتوي + رفع كفاءة محركات البحث SEO
SOE
أرغب في مستقل يتفهم الغرض من الويب سايت وطبيعة الاعمال مع تحسين محركات البحث مع التدقيق في المحتوي ومراجعته طبقا للثقافة السعودية
بالإضافة إلي إنشاء وتعديل للمواقع الموجدوة حالا بتصميم يعكس الحداثة والأصالة في نفس ذات الوقت",Web Development
653,احتاج موقع ورد برس مخصص لمطاعم الدايت يكون عليه مكتوب حمل التطبيق,Web Development
654,احتاج شخص يشتغل تطوير مواقع .. تحديث اضافه و تصميم الردود الاليه واضافة الاكواد وكل مايتعلق في الموقع وواجهاته,Web Development
655,لدي متجر سابق في سلة يحتوي على منتجات والان ابغى اغير نشاط ومسمى المتجر وصيانة واعادة ترتيب للمتجر مع اضافة منتجات سوبرماركت مع أسعارها,Web Development
