ID,Title,Category_English,category_arabic,Posted,Avg offer,Duration(Days),Number of Offers,Tags,Tags_en,Link
771,تحسين وتطوير موقع إلكتروني,Web Development,تطوير الويب,2025-04-30,600.00 ,10.0,26,"الكتابة الإبداعية, إعادة صياغة المحتوى, كتابة المحتوى, التصميم الإبداعي, رسم يدوي, التسويق عبر محركات البحث, تصميم موقع إلكتروني",",   ,  , design ,  ,    , design web",https://mostaql.com/project/1070770-%D8%AA%D8%AD%D8%B3%D9%8A%D9%86-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
772,تدريب ذكاء اصطناعي,Data Science,علم البيانات,2025-04-30,50.00 ,15.0,35,"الذكاء الاصطناعي, التعلم الآلي, تحليل البيانات, برمجة, تطوير البرمجيات","AI,  , data analysis, programing,  application development",https://mostaql.com/project/1070933-%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
773,برمجة تطبيق جوال,Mobile Development,تطوير التطبيقات,2025-04-30,900.00 ,120.0,46,"تصميم واجهة المستخدم, برمجة مواقع, React, برمجة تطبيقات أيفون, تطوير التطبيقات, برمجة التطبيقات, برمجة iOS, تصميم تطبيقات, واجهة برمجة التطبيقات","design UI, programing web, React, programing  application , dev apps , programing  apps , programing iOS, design  application,  programing  apps",https://mostaql.com/project/1051331-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84
774,تطوير تطبيق بسيط لإدارة المصاريف اليومية والشهرية FinPlan by M,Mobile Development,تطوير التطبيقات,2025-04-30,750.00 ,21.0,25,"كتابة المحتوى, تعديل الصور, التصميم الإبداعي, اللغة الإنجليزية, تصميم شعار, اللغة العربية, برمجة iOS, تطوير التطبيقات, تطوير قاعدة بيانات, تحليل البيانات, برمجة قواعد البيانات, هندسة البرمجيات, تطوير البرمجيات",",  , design ,  , design ,  , programing iOS, dev apps , dev , data analysis, programing data base,programming engineer,  application development",https://mostaql.com/project/1070944-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%A8%D8%B3%D9%8A%D8%B7-%D9%84%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%B5%D8%A7%D8%B1%D9%8A%D9%81-%D8%A7%D9%84%D9%8A%D9%88%D9%85%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B4%D9%87%D8%B1%D9%8A%D8%A9-finplan-by-m
775,برمجة تطبيق,Web Development,تطوير الويب,2025-04-30,50.00 ,1.0,6,"برمجة, إنشاء تطبيق, تصميم تطبيقات الهواتف الذكية, تصميم تطبيقات, الذكاء الاصطناعي, تطوير التطبيقات, برمجة التطبيقات","programing, create  application, design  application mobile, design  application, AI, dev apps , programing  apps",https://mostaql.com/project/1070791-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
776,برمجة منصة تعليمية,Software Engineering,هندسة البرمجيات,2025-04-30,"1,000.00 ",15.0,12,"تصميم مواقع, برمجة مواقع, تصميم UI UX, أمن وحماية المواقع, برمجة, تطوير البرمجيات, برمجة قواعد البيانات","design web, programing web, design UI UX,   web, programing,  application development , programing data base",https://mostaql.com/project/1070583-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D9%85%D9%86%D8%B5%D8%A9-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9
777,بوت لحجز تذاكر عبر موقع webook,Web Development,تطوير الويب,2025-04-30,150.00 ,5.0,3,"جافا, جافا سكريبت, بايثون, برمجة, برمجة مواقع, الذكاء الاصطناعي, تطوير البرمجيات","java, java script, python, programing, programing web, AI,  application development",https://mostaql.com/project/1070474-%D8%A8%D9%88%D8%AA-%D9%84%D8%AD%D8%AC%D8%B2-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1-%D8%B9%D8%A8%D8%B1-%D9%85%D9%88%D9%82%D8%B9-webook
778,نظام محاسبي على أودو,Software Engineering,هندسة البرمجيات,2025-04-30,130.00 ,5.0,11,"أودو, محاسبة, محاسبة مالية, تطوير البرمجيات, برمجة قواعد البيانات, برمجة, هندسة البرمجيات","odoo  , ,  ,  application development , programing data base, programing,programming engineer",https://mostaql.com/project/1070374-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D8%AD%D8%A7%D8%B3%D8%A8%D9%8A-%D8%B9%D9%84%D9%89-%D8%A3%D9%88%D8%AF%D9%88
779,برنامج توقع نتائج مباريات كرة القدم,Web Development,تطوير الويب,2025-04-30,400.00 ,20.0,8,"برمجة التطبيقات, الذكاء الاصطناعي, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, هندسة البرمجيات","programing  apps , AI, programing,  application development , programing data base, programing web,programming engineer",https://mostaql.com/project/1070089-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%AA%D9%88%D9%82%D8%B9-%D9%86%D8%AA%D8%A7%D8%A6%D8%AC-%D9%85%D8%A8%D8%A7%D8%B1%D9%8A%D8%A7%D8%AA-%D9%83%D8%B1%D8%A9-%D8%A7%D9%84%D9%82%D8%AF%D9%85
780,إنشاء هوية رقمية وموقع خاص بعملة رقمية جديدة,Web Development,تطوير الويب,2025-04-30,27.50 ,15.0,2,"إنشاء موقع ووردبريس, إنشاء موقع إلكتروني, تصميم شعار, تصميم موقع إلكتروني, تصميم هوية بصرية, HTML","create web wordpress, create web , design , design web , design  , HTML",https://mostaql.com/project/1070437-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%87%D9%88%D9%8A%D8%A9-%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D9%88%D9%85%D9%88%D9%82%D8%B9-%D8%AE%D8%A7%D8%B5-%D8%A8%D8%B9%D9%85%D9%84%D8%A9-%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9
781,تعديل نظام مدرسة,Web Development,تطوير الويب,2025-04-30,250.00 ,10.0,9,"واجهة برمجة التطبيقات, برمجة مواقع, HTML, PHP, تصميم موقع إلكتروني","programing  apps , programing web, HTML, PHP, design web",https://mostaql.com/project/1070362-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%86%D8%B8%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3%D8%A9
782,تصميم موقع إلكتروني,Web Development,تطوير الويب,2025-04-30,150.00 ,5.0,67,"تصميم تجربة المستخدم, تصميم واجهة المستخدم, التصميم الإبداعي, تصميم مواقع, تصميم موقع إلكتروني, إنشاء موقع إلكتروني","design UX, design UI, design , design web, design web , create web",https://mostaql.com/project/1070487-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
783,مستقل لمشروع SaaS متخصص في إدارة المطاعم والكافيهات,Web Development,تطوير الويب,2025-04-30,"1,500.00 ",20.0,19,"إدارة علاقات العملاء, تطوير الويب الكامل, إنشاء متجر إلكتروني, الخوارزميات, MySQL, هندسة البرمجيات, تصميم متجر إلكتروني, جافا سكريبت, CSS, PHP, بايثون, أمن وحماية المواقع, إنشاء موقع إلكتروني, برمجة مواقع, برمجة",", devweb, create  online market, , MySQL,programming engineer, design  online market, java script, CSS, PHP, python,   web, create web , programing web, programing",https://mostaql.com/project/1070280-%D9%85%D8%B3%D8%AA%D9%82%D9%84-%D9%84%D9%85%D8%B4%D8%B1%D9%88%D8%B9-saas-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%81%D9%8A-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D8%B9%D9%85-%D9%88%D8%A7%D9%84%D9%83%D8%A7%D9%81%D9%8A%D9%87%D8%A7%D8%AA
784,تعديل ووردبريس ثيم MasterStudy,Web Development,تطوير الويب,2025-04-30,300.00 ,2.0,2,"ووردبريس, برمجة, تطوير البرمجيات, برمجة قواعد البيانات","wordpress, programing,  application development , programing data base",https://mostaql.com/project/1070582-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%AB%D9%8A%D9%85-masterstudy
785,إنشاء بوابة دفع في موقعي بشرط قبول بطاقة مدى وفيزا (بدون سجل تجاري),Web Development,تطوير الويب,2025-04-30,40.00 ,1.0,3,"برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع, برمجة أندرويد","programing,  application development , programing data base, programing web, programing android",https://mostaql.com/project/1070420-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D8%A8%D9%88%D8%A7%D8%A8%D8%A9-%D8%AF%D9%81%D8%B9-%D9%81%D9%8A-%D9%85%D9%88%D9%82%D8%B9%D9%8A-%D8%A8%D8%B4%D8%B1%D8%B7-%D9%82%D8%A8%D9%88%D9%84-%D8%A8%D8%B7%D8%A7%D9%82%D8%A9-%D9%85%D8%AF%D9%89-%D9%88%D9%81%D9%8A%D8%B2%D8%A7-%D8%A8%D8%AF%D9%88%D9%86-%D8%B3%D8%AC%D9%84-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A
786,متجر إلكتروني لبيع المنتجات المتنوعة عبر الإنترنت,Web Development,تطوير الويب,2025-04-30,500.00 ,4.0,27,"تصميم متجر إلكتروني, إنشاء متجر إلكتروني, PHP, تحرير المحتوى, خدمة العملاء, برمجة, تطوير البرمجيات, برمجة قواعد البيانات","design  online market, create  online market, PHP,  ,  , programing,  application development , programing data base",https://mostaql.com/project/1070142-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D9%86%D9%88%D8%B9%D8%A9-%D8%B9%D8%A8%D8%B1-%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA
787,تطوير لعبة موجودة على منصة روبلوكس,Game Development,تطوير الألعاب,2025-04-30,150.00 ,7.0,3,"برمجة ألعاب الجوال, برمجة مواقع, برمجة قواعد البيانات, برمجة التطبيقات, تطوير البرمجيات, هندسة البرمجيات, برمجة","programing  , programing web, programing data base, programing  apps ,  application development ,programming engineer, programing",https://mostaql.com/project/1070327-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%84%D8%B9%D8%A8%D8%A9-%D9%85%D9%88%D8%AC%D9%88%D8%AF%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B5%D8%A9-%D8%B1%D9%88%D8%A8%D9%84%D9%88%D9%83%D8%B3
788,صفحة هبوط,Software Engineering,هندسة البرمجيات,2025-04-30,30.00 ,1.0,26,"كتابة المحتوى, كتابة مقالات, الكتابة الإبداعية",",  ,",https://mostaql.com/project/1070525-%D8%B5%D9%81%D8%AD%D8%A9-%D9%87%D8%A8%D9%88%D8%B7
789,اختبار أمان تطبيق,Mobile Development,تطوير التطبيقات,2025-04-30,200.00 ,30.0,7,"برمجة أندرويد, الأمن السيبراني, أمن المعلومات, تطوير البرمجيات, برمجة, برمجة قواعد البيانات, برمجة مواقع","programing android ,  ,  ,  application development , programing, programing data base, programing web",https://mostaql.com/project/1055056-%D8%A7%D8%AE%D8%AA%D8%A8%D8%A7%D8%B1-%D8%A3%D9%85%D8%A7%D9%86-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82
790,تصميم وبرمجة تطبيق تعليمي لقطاع العمل,Mobile Development,تطوير التطبيقات,2025-04-30,500.00 ,60.0,7,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, تصميم UI UX, تصميم واجهة المستخدم, تصميم تجربة المستخدم","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  application, design  application mobile, design UI UX, design UI, design UX",https://mostaql.com/project/1070611-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A-%D9%84%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%B9%D9%85%D9%84
791,تعديل ووردبريس ثيم MasterStudy,Web Development,تطوير الويب,2025-04-30,45.00 ,2.0,3,"Figma, إليمنتور, ووردبريس, برمجة مواقع","Figma, , wordpress, programing web",https://mostaql.com/project/1070577-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D9%88%D9%88%D8%B1%D8%AF%D8%A8%D8%B1%D9%8A%D8%B3-%D8%AB%D9%8A%D9%85-masterstudy
792,خبير نظام أودو Odoo,Web Development,تطوير الويب,2025-04-30,"1,000.00 ",30.0,4,"flutter, فايربيس, بايثون, أودو, محاسبة, محاسبة الضرائب, محاسبة مالية, محاسبة تكاليف, الإدارة المالية, القوائم المالية, التحليل المالي, تخطيط موارد المؤسسات ERP, تحليل النظم, تحليل البيانات","flutter, , python,  odoo  , ,  ,  ,  ,  management ,  ,  , ERP ERP,  , data analysis",https://mostaql.com/project/1065048-%D8%AE%D8%A8%D9%8A%D8%B1-%D9%86%D8%B8%D8%A7%D9%85-%D8%A3%D9%88%D8%AF%D9%88-odoo
793,إنشاء موقع إلكتروني لفساتين نسائية,Web Development,تطوير الويب,2025-04-30,350.00 ,10.0,27,"إنشاء موقع إلكتروني, تصميم هوية تجارية, تصميم هوية بصرية, برمجة, تطوير البرمجيات, برمجة قواعد البيانات, برمجة مواقع","create web , design  , design  , programing,  application development , programing data base, programing web",https://mostaql.com/project/1070609-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%81%D8%B3%D8%A7%D8%AA%D9%8A%D9%86-%D9%86%D8%B3%D8%A7%D8%A6%D9%8A%D8%A9
794,تعديل على موديل اودو اونلاين 18 لعرض معلومات الموديول في الموقع الإلكتروني,Web Development,تطوير الويب,2025-04-30,100.00 ,10.0,3,"أودو, CSS, HTML, برمجة, تطوير البرمجيات, برمجة قواعد البيانات","odoo  , CSS, HTML, programing,  application development , programing data base",https://mostaql.com/project/1070587-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%B9%D9%84%D9%89-%D9%85%D9%88%D8%AF%D9%8A%D9%84-%D8%A7%D9%88%D8%AF%D9%88-%D8%A7%D9%88%D9%86%D9%84%D8%A7%D9%8A%D9%86-18-%D9%84%D8%B9%D8%B1%D8%B6-%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%88%D8%AF%D9%8A%D9%88%D9%84-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A
795,تصميم وتطوير موقع إلكتروني باستخدام لغة HTML CSS,Web Development,تطوير الويب,2025-04-30,360.00 ,30.0,82,"التصميم المتجاوب, إنشاء موقع إلكتروني, اللغة العربية","design , create web ,",https://mostaql.com/project/1070390-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D9%85%D9%88%D9%82%D8%B9-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%84%D8%BA%D8%A9-html-css
796,بوت حجز تذاكر,Software Engineering,هندسة البرمجيات,2025-04-30,"5,000.00 ",5.0,10,"الأمن السيبراني, برمجة مواقع, برمجة, الذكاء الاصطناعي, CSS, تطوير البرمجيات, برمجة قواعد البيانات, برمجة التطبيقات, هندسة البرمجيات",", programing web, programing, AI, CSS,  application development , programing data base, programing  apps ,programming engineer",https://mostaql.com/project/1070482-%D8%A8%D9%88%D8%AA-%D8%AD%D8%AC%D8%B2-%D8%AA%D8%B0%D8%A7%D9%83%D8%B1
797,تطوير برنامج كيتيرينق للمناسبات المنزلية فالسعودية ios / android,Web Development,تطوير الويب,2025-04-30,"2,400.00 ",90.0,23,"اللغة الإنجليزية, اللغة العربية, flutter, تصميم تجربة المستخدم, تصميم واجهة المستخدم, تصميم UI UX, تصميم تطبيقات الهواتف الذكية, تصميم تطبيقات, برمجة iOS, برمجة التطبيقات, برمجة أندرويد",",  , flutter, design UX, design UI, design UI UX, design  application mobile, design  application, programing iOS, programing  apps , programing android",https://mostaql.com/project/1070615-%D8%AA%D8%B7%D9%88%D9%8A%D8%B1-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D9%83%D9%8A%D8%AA%D9%8A%D8%B1%D9%8A%D9%86%D9%82-%D9%84%D9%84%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A%D8%A9-%D9%81%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-ios-android
798,إنشاء وتنسيق متجر إلكتروني على Shopify لبيع ملابس حريمي,Web Development,تطوير الويب,2025-04-30,100.00 ,3.0,10,"إدخال بيانات, التسويق الإلكتروني, إدارة المنتجات, تصميم متجر إلكتروني, شوبيفاي",",  ,  management , design  online market,",https://mostaql.com/project/1070595-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%88%D8%AA%D9%86%D8%B3%D9%8A%D9%82-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D8%B9%D9%84%D9%89-shopify-%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D9%84%D8%A7%D8%A8%D8%B3-%D8%AD%D8%B1%D9%8A%D9%85%D9%8A
799,إنشاء لوحة تحكم (أدمن داشبورد) - فرونت اند فقط,Software Engineering,هندسة البرمجيات,2025-04-30,300.00 ,14.0,15,"Front End, vuetify, vuejs, برمجة مواقع","Front End, vuetify, vuejs, programing web",https://mostaql.com/project/1070560-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%84%D9%88%D8%AD%D8%A9-%D8%AA%D8%AD%D9%83%D9%85-%D8%A3%D8%AF%D9%85%D9%86-%D8%AF%D8%A7%D8%B4%D8%A8%D9%88%D8%B1%D8%AF-%D9%81%D8%B1%D9%88%D9%86%D8%AA-%D8%A7%D9%86%D8%AF-%D9%81%D9%82%D8%B7
800,تطبيق جوال لتوصيل الطلبات,Mobile Development,تطوير التطبيقات,2025-04-30,"2,500.00 ",50.0,33,"تصميم تجربة المستخدم, تصميم واجهة المستخدم, تصميم UI UX, تصميم تطبيقات الهواتف الذكية, تصميم تطبيقات, Swift, Ionic, كوتلن, جافا, برمجة iOS, برمجة التطبيقات, برمجة أندرويد","design UX, design UI, design UI UX, design  application mobile, design  application, Swift, Ionic, kotlin, java, programing iOS, programing  apps , programing android",https://mostaql.com/project/1070397-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AC%D9%88%D8%A7%D9%84-%D9%84%D8%AA%D9%88%D8%B5%D9%8A%D9%84-%D8%A7%D9%84%D8%B7%D9%84%D8%A8%D8%A7%D8%AA
801,دعم فني: تشغيل تطبيق CP UAE على أجهزة iOS الحقيقية,Mobile Development,تطوير التطبيقات,2025-04-30,225.00 ,7.0,2,"برمجة تطبيقات أيفون, برمجة التطبيقات, تصميم تطبيقات الهواتف الذكية, تطوير التطبيقات, اختبار تطبيقات الجوال, الدعم الفني, برمجة iOS","programing  application , programing  apps , design  application mobile, dev apps , testing  application ,  , programing iOS",https://mostaql.com/project/1069986-%D8%AF%D8%B9%D9%85-%D9%81%D9%86%D9%8A-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-cp-uae-%D8%B9%D9%84%D9%89-%D8%A3%D8%AC%D9%87%D8%B2%D8%A9-ios-%D8%A7%D9%84%D8%AD%D9%82%D9%8A%D9%82%D9%8A%D8%A9
802,إدارة تقنية لتطبيق موبايل,Mobile Development,تطوير التطبيقات,2025-04-30,200.00 ,1.0,1,"تطوير البرمجيات, إدارة المواقع, برمجة, برمجة مواقع, بايثون, PHP, جافا سكريبت, HTML, CSS","application development ,  management web, programing, programing web, python, PHP, java script, HTML, CSS",https://mostaql.com/project/1070213-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D8%AA%D9%82%D9%86%D9%8A%D8%A9-%D9%84%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84
803,تصميم تطبيق قانوني ذكي باستخدام الذكاء الإصطناعي,Mobile Development,تطوير التطبيقات,2025-04-30,400.00 ,30.0,7,"برمجة أندرويد, برمجة التطبيقات, برمجة iOS, جافا, كوتلن, Ionic, Swift, تصميم تطبيقات, تصميم تطبيقات الهواتف الذكية, تصميم UI UX, تصميم واجهة المستخدم, تصميم تجربة المستخدم, بايثون","programing android , programing  apps , programing iOS, java, kotlin, Ionic, Swift, design  application, design  application mobile, design UI UX, design UI, design UX, python",https://mostaql.com/project/1070155-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%82%D8%A7%D9%86%D9%88%D9%86%D9%8A-%D8%B0%D9%83%D9%8A-%D8%A8%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A5%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A
804,برمجة تطبيق دردشة صوتية أندرويد,Mobile Development,تطوير التطبيقات,2025-04-30,500.00 ,30.0,4,"جافا, كوتلن, تطوير التطبيقات, تطوير البرمجيات, تصحيح برمجي, استكشاف الأخطاء وإصلاحها, برمجة التطبيقات, تصميم تطبيقات","java, kotlin, dev apps ,  application development , debugging,   , programing  apps , design  application",https://mostaql.com/project/1070209-%D8%A8%D8%B1%D9%85%D8%AC%D8%A9-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D8%AF%D8%B1%D8%AF%D8%B4%D8%A9-%D8%B5%D9%88%D8%AA%D9%8A%D8%A9-%D8%A3%D9%86%D8%AF%D8%B1%D9%88%D9%8A%D8%AF
805,تصميم موقع للدراسات العليا,Web Development,تطوير الويب,2025-04-30,200.00 ,10.0,15,"برمجة مواقع, أمن وحماية المواقع, بايثون, PHP, CSS, جافا سكريبت, تصميم موقع إلكتروني","programing web,   web, python, PHP, CSS, java script, design web",https://mostaql.com/project/1070093-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%85%D9%88%D9%82%D8%B9-%D9%84%D9%84%D8%AF%D8%B1%D8%A7%D8%B3%D8%A7%D8%AA-%D8%A7%D9%84%D8%B9%D9%84%D9%8A%D8%A7
806,مصمم صفحات هبوط مع معرفة في الكوبي رايتر وقواعد تجربة المستخدم,Web Development,تطوير الويب,2025-04-30,300.00 ,30.0,37,"تصميم واجهة المستخدم, html5, CSS, HTML, جافا سكريبت, PHP, إنشاء موقع إلكتروني, تصميم موقع إلكتروني, تصميم تجربة المستخدم, إنشاء صفحة هبوط, تصميم صفحات الهبوط","design UI, html5, CSS, HTML, java script, PHP, create web , design web , design UX, create drop pages, design drop pages",https://mostaql.com/project/1034730-%D9%85%D8%B5%D9%85%D9%85-%D8%B5%D9%81%D8%AD%D8%A7%D8%AA-%D9%87%D8%A8%D9%88%D8%B7-%D9%85%D8%B9-%D9%85%D8%B9%D8%B1%D9%81%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%83%D9%88%D8%A8%D9%8A-%D8%B1%D8%A7%D9%8A%D8%AA%D8%B1-%D9%88%D9%82%D9%88%D8%A7%D8%B9%D8%AF-%D8%AA%D8%AC%D8%B1%D8%A8%D8%A9-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AE%D8%AF%D9%85
807,تحديثات على تطبيق فلاتر,Mobile Development,تطوير التطبيقات,2025-04-30,60.00 ,7.0,5,"إنشاء تطبيق, flutter, فايربيس, واجهة برمجة التطبيقات, تصميم تطبيقات iOS, تصميم تطبيقات الهواتف الذكية, Xcode, جافا, Swift, Ionic, كوتلن, تطوير التطبيقات, تطوير البرمجيات, تصحيح برمجي, استكشاف الأخطاء وإصلاحها","create  application, flutter, ,  programing  apps , design  application iOS, design  application mobile, Xcode, java, Swift, Ionic, kotlin, dev apps ,  application development , debugging,",https://mostaql.com/project/1070202-%D8%AA%D8%AD%D8%AF%D9%8A%D8%AB%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%AA%D8%B7%D8%A8%D9%8A%D9%82-%D9%81%D9%84%D8%A7%D8%AA%D8%B1
808,تنفيذ موقع الكتروني لمركز ثقافي بنظام wordpress,Web Development,تطوير الويب,2025-04-30,47.50 ,5.0,14,"برمجة التطبيقات, PHP, MySQL, SQL, برمجة مواقع, ووردبريس, تطوير البرمجيات, برمجة قواعد البيانات, برمجة","programing  apps , PHP, MySQL, SQL, programing web, wordpress,  application development , programing data base, programing",https://mostaql.com/project/1070286-%D8%AA%D9%86%D9%81%D9%8A%D8%B0-%D9%85%D9%88%D9%82%D8%B9-%D8%A7%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%84%D9%85%D8%B1%D9%83%D8%B2-%D8%AB%D9%82%D8%A7%D9%81%D9%8A-%D8%A8%D9%86%D8%B8%D8%A7%D9%85-wordpress
809,تعديل تصميم ويب سايت,Web Development,تطوير الويب,2025-04-30,155.00 ,15.0,11,"تطوير الويب, ووردبريس, إليمنتور, تصميم مواقع, تطوير الويب الكامل, إنشاء موقع إلكتروني, برمجة, تطوير البرمجيات, هندسة البرمجيات","devweb, wordpress, , design web, devweb, create web , programing,  application development ,programming engineer",https://mostaql.com/project/1070233-%D8%AA%D8%B9%D8%AF%D9%8A%D9%84-%D8%AA%D8%B5%D9%85%D9%8A%D9%85-%D9%88%D9%8A%D8%A8-%D8%B3%D8%A7%D9%8A%D8%AA
810,إنشاء متجر إلكتروني وربطه مع بيتابس,Web Development,تطوير الويب,2025-04-30,500.00 ,7.0,12,"تصميم متجر إلكتروني, إنشاء متجر إلكتروني, بايثون, PHP, CSS, جافا سكريبت, تصميم موقع إلكتروني, إنشاء موقع إلكتروني","design  online market, create  online market, python, PHP, CSS, java script, design web , create web",https://mostaql.com/project/1070128-%D8%A5%D9%86%D8%B4%D8%A7%D8%A1-%D9%85%D8%AA%D8%AC%D8%B1-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A-%D9%88%D8%B1%D8%A8%D8%B7%D9%87-%D9%85%D8%B9-%D8%A8%D9%8A%D8%AA%D8%A7%D8%A8%D8%B3
